target;source;weight
Flaach;Andere Gemeinden;67
Flaach;Bern;7
Flaach;Schaffhausen;17
Flaach;Andere Gemeinden;7
Flaach;Andere Gemeinden;5
Flaach;Andere Gemeinden;8
Flaach;Andere Gemeinden;7
Flaach;Andere Gemeinden;13
Flurlingen;Benken (ZH);7
Flurlingen;Feuerthalen;16
Flurlingen;Flurlingen;100
Flurlingen;Andelfingen;5
Flurlingen;Laufen-Uhwiesen;10
Flurlingen;Bülach;12
Flurlingen;Kloten;6
Flurlingen;Opfikon;6
Flurlingen;Wallisellen;6
Flurlingen;Dübendorf;7
Flurlingen;Seuzach;5
Flurlingen;Winterthur;62
Flurlingen;Zürich;92
Flurlingen;Andere Gemeinden;42
Flurlingen;Beringen;11
Flurlingen;Neuhausen am Rheinfall;80
Flurlingen;Schaffhausen;240
Flurlingen;Andere Gemeinden;19
Flurlingen;Herisau;10
Flurlingen;Andere Gemeinden;7
Flurlingen;Diessenhofen;5
Flurlingen;Frauenfeld;5
Flurlingen;Andere Gemeinden;6
Flurlingen;Andere Gemeinden;17
Andelfingen;Flaach;5
Andelfingen;Andelfingen;307
Andelfingen;Henggart;7
Andelfingen;Kleinandelfingen;53
Andelfingen;Marthalen;13
Andelfingen;Ossingen;12
Andelfingen;Thalheim an der Thur;6
Andelfingen;Unterstammheim;6
Andelfingen;Bülach;5
Andelfingen;Dietlikon;7
Andelfingen;Kloten;44
Andelfingen;Opfikon;20
Andelfingen;Wallisellen;12
Andelfingen;Illnau-Effretikon;6
Andelfingen;Dübendorf;9
Andelfingen;Volketswil;7
Andelfingen;Wangen-Brüttisellen;6
Andelfingen;Neftenbach;12
Andelfingen;Pfungen;6
Andelfingen;Seuzach;12
Andelfingen;Winterthur;155
Andelfingen;Schlieren;9
Andelfingen;Zürich;138
Andelfingen;Wiesendangen;5
Andelfingen;Andere Gemeinden;87
Andelfingen;Andere Gemeinden;5
Andelfingen;Andere Gemeinden;5
Andelfingen;Thayngen;6
Andelfingen;Neuhausen am Rheinfall;7
Andelfingen;Schaffhausen;49
Andelfingen;Andere Gemeinden;8
Andelfingen;Andere Gemeinden;10
Andelfingen;Diessenhofen;5
Andelfingen;Frauenfeld;9
Andelfingen;Andere Gemeinden;21
Andelfingen;Andere Gemeinden;8
Henggart;Flaach;11
Henggart;Andelfingen;17
Henggart;Henggart;169
Henggart;Humlikon;6
Henggart;Kleinandelfingen;14
Henggart;Marthalen;7
Henggart;Bassersdorf;8
Henggart;Bülach;15
Henggart;Embrach;5
Henggart;Kloten;145
Henggart;Wallisellen;17
Henggart;Lindau;8
Henggart;Pfäffikon;5
Henggart;Dübendorf;27
Henggart;Uster;6
Henggart;Dinhard;5
Henggart;Hettlingen;8
Henggart;Neftenbach;6
Henggart;Pfungen;11
Henggart;Seuzach;20
Henggart;Winterthur;260
Henggart;Dietikon;5
Henggart;Schlieren;6
Henggart;Zürich;157
Henggart;Andere Gemeinden;91
Henggart;Andere Gemeinden;5
Henggart;Andere Gemeinden;5
Henggart;Neuhausen am Rheinfall;7
Henggart;Schaffhausen;27
Henggart;Andere Gemeinden;11
Henggart;St. Gallen;7
Henggart;Andere Gemeinden;7
Henggart;Andere Gemeinden;10
Henggart;Diessenhofen;7
Henggart;Frauenfeld;8
Henggart;Andere Gemeinden;16
Henggart;Andere Gemeinden;8
Humlikon;Flaach;5
Humlikon;Andelfingen;21
Humlikon;Humlikon;44
Humlikon;Kleinandelfingen;6
Humlikon;Kloten;17
Humlikon;Neftenbach;7
Humlikon;Winterthur;53
Humlikon;Zürich;28
Humlikon;Andere Gemeinden;46
Humlikon;Schaffhausen;7
Humlikon;Andere Gemeinden;6
Humlikon;Andere Gemeinden;5
Humlikon;Andere Gemeinden;6
Kleinandelfingen;Flaach;5
Kleinandelfingen;Andelfingen;84
Kleinandelfingen;Henggart;10
Kleinandelfingen;Kleinandelfingen;342
Kleinandelfingen;Marthalen;26
Kleinandelfingen;Ossingen;8
Kleinandelfingen;Unterstammheim;5
Kleinandelfingen;Bülach;5
Kleinandelfingen;Embrach;7
Kleinandelfingen;Kloten;27
Kleinandelfingen;Opfikon;12
Kleinandelfingen;Wallisellen;7
Kleinandelfingen;Illnau-Effretikon;6
Kleinandelfingen;Dübendorf;5
Kleinandelfingen;Volketswil;10
Kleinandelfingen;Neftenbach;5
Kleinandelfingen;Seuzach;19
Kleinandelfingen;Winterthur;168
Kleinandelfingen;Dietikon;5
Kleinandelfingen;Schlieren;11
Kleinandelfingen;Zürich;120
Kleinandelfingen;Wiesendangen;7
Kleinandelfingen;Andere Gemeinden;95
Kleinandelfingen;Andere Gemeinden;6
Kleinandelfingen;Andere Gemeinden;5
Kleinandelfingen;Beringen;5
Kleinandelfingen;Neuhausen am Rheinfall;11
Kleinandelfingen;Schaffhausen;47
Kleinandelfingen;Andere Gemeinden;5
Kleinandelfingen;St. Gallen;6
Kleinandelfingen;Andere Gemeinden;5
Kleinandelfingen;Andere Gemeinden;8
Kleinandelfingen;Diessenhofen;7
Kleinandelfingen;Frauenfeld;10
Kleinandelfingen;Andere Gemeinden;16
Kleinandelfingen;Andere Gemeinden;9
Laufen-Uhwiesen;Dachsen;10
Laufen-Uhwiesen;Feuerthalen;15
Laufen-Uhwiesen;Flurlingen;6
Laufen-Uhwiesen;Andelfingen;7
Laufen-Uhwiesen;Kleinandelfingen;11
Laufen-Uhwiesen;Laufen-Uhwiesen;150
Laufen-Uhwiesen;Marthalen;7
Laufen-Uhwiesen;Trüllikon;5
Laufen-Uhwiesen;Kloten;7
Laufen-Uhwiesen;Opfikon;6
Laufen-Uhwiesen;Wallisellen;9
Laufen-Uhwiesen;Dübendorf;5
Laufen-Uhwiesen;Winterthur;37
Laufen-Uhwiesen;Schlieren;5
Laufen-Uhwiesen;Zürich;79
Laufen-Uhwiesen;Andere Gemeinden;59
Laufen-Uhwiesen;Andere Gemeinden;6
Laufen-Uhwiesen;Thayngen;7
Laufen-Uhwiesen;Beringen;10
Laufen-Uhwiesen;Neuhausen am Rheinfall;54
Laufen-Uhwiesen;Schaffhausen;237
Laufen-Uhwiesen;Stein am Rhein;5
Laufen-Uhwiesen;Andere Gemeinden;15
Laufen-Uhwiesen;Andere Gemeinden;5
Laufen-Uhwiesen;Diessenhofen;6
Laufen-Uhwiesen;Andere Gemeinden;11
Laufen-Uhwiesen;Andere Gemeinden;12
Marthalen;Dachsen;13
Marthalen;Feuerthalen;5
Marthalen;Andelfingen;27
Marthalen;Henggart;9
Marthalen;Kleinandelfingen;39
Marthalen;Marthalen;383
Marthalen;Ossingen;5
Marthalen;Rheinau;14
Marthalen;Trüllikon;5
Marthalen;Bülach;9
Marthalen;Kloten;23
Marthalen;Opfikon;8
Marthalen;Wallisellen;6
Marthalen;Illnau-Effretikon;5
Marthalen;Dübendorf;9
Marthalen;Pfungen;5
Marthalen;Seuzach;16
Marthalen;Winterthur;125
Marthalen;Schlieren;6
Marthalen;Zürich;128
Marthalen;Andere Gemeinden;91
Marthalen;Beringen;5
Marthalen;Neuhausen am Rheinfall;34
Marthalen;Schaffhausen;85
Marthalen;Andere Gemeinden;12
Marthalen;Andere Gemeinden;9
Marthalen;Andere Gemeinden;6
Marthalen;Diessenhofen;6
Marthalen;Schlatt (TG);8
Marthalen;Andere Gemeinden;20
Marthalen;Andere Gemeinden;6
Oberstammheim;Andelfingen;6
Oberstammheim;Kleinandelfingen;7
Oberstammheim;Oberstammheim;172
Oberstammheim;Ossingen;14
Oberstammheim;Unterstammheim;37
Oberstammheim;Waltalingen;18
Oberstammheim;Kloten;11
Oberstammheim;Opfikon;5
Oberstammheim;Wallisellen;5
Oberstammheim;Pfungen;5
Oberstammheim;Seuzach;9
Oberstammheim;Winterthur;74
Oberstammheim;Zürich;43
Oberstammheim;Andere Gemeinden;66
Oberstammheim;Schaffhausen;35
Oberstammheim;Stein am Rhein;7
Oberstammheim;Andere Gemeinden;10
Oberstammheim;Andere Gemeinden;5
Oberstammheim;Diessenhofen;7
Oberstammheim;Frauenfeld;24
Oberstammheim;Hüttwilen;8
Oberstammheim;Wagenhausen;5
Oberstammheim;Andere Gemeinden;34
Oberstammheim;Andere Gemeinden;11
Ossingen;Flaach;6
Ossingen;Andelfingen;20
Ossingen;Henggart;5
Ossingen;Kleinandelfingen;16
Ossingen;Marthalen;11
Ossingen;Ossingen;177
Ossingen;Unterstammheim;6
Ossingen;Waltalingen;5
Ossingen;Bülach;5
Ossingen;Glattfelden;5
Ossingen;Kloten;18
Ossingen;Opfikon;5
Ossingen;Wallisellen;8
Ossingen;Dübendorf;14
Ossingen;Wangen-Brüttisellen;5
Ossingen;Dinhard;5
Ossingen;Seuzach;8
Ossingen;Winterthur;100
Ossingen;Schlieren;7
Ossingen;Zürich;96
Ossingen;Andere Gemeinden;81
Ossingen;Schaffhausen;22
Ossingen;Andere Gemeinden;12
Ossingen;Andere Gemeinden;10
Ossingen;Frauenfeld;14
Ossingen;Andere Gemeinden;27
Ossingen;Andere Gemeinden;11
Rheinau;Dachsen;7
Rheinau;Feuerthalen;5
Rheinau;Flaach;10
Rheinau;Andelfingen;12
Rheinau;Kleinandelfingen;10
Rheinau;Marthalen;31
Rheinau;Rheinau;281
Rheinau;Bülach;8
Rheinau;Kloten;30
Rheinau;Wallisellen;5
Rheinau;Dübendorf;5
Rheinau;Seuzach;9
Rheinau;Winterthur;48
Rheinau;Schlieren;5
Rheinau;Zürich;41
Rheinau;Andere Gemeinden;89
Rheinau;Bern;8
Rheinau;Thayngen;8
Rheinau;Beringen;7
Rheinau;Neuhausen am Rheinfall;14
Rheinau;Schaffhausen;63
Rheinau;Andere Gemeinden;10
Rheinau;Diessenhofen;10
Rheinau;Andere Gemeinden;13
Rheinau;Andere Gemeinden;9
Thalheim an der Thur;Andelfingen;9
Thalheim an der Thur;Kleinandelfingen;6
Thalheim an der Thur;Marthalen;8
Thalheim an der Thur;Thalheim an der Thur;84
Thalheim an der Thur;Kloten;18
Thalheim an der Thur;Wallisellen;11
Thalheim an der Thur;Dübendorf;6
Thalheim an der Thur;Dägerlen;7
Thalheim an der Thur;Dinhard;10
Thalheim an der Thur;Neftenbach;7
Thalheim an der Thur;Pfungen;5
Thalheim an der Thur;Seuzach;16
Thalheim an der Thur;Winterthur;103
Thalheim an der Thur;Zürich;57
Thalheim an der Thur;Wiesendangen;5
Thalheim an der Thur;Andere Gemeinden;70
Thalheim an der Thur;Schaffhausen;8
Thalheim an der Thur;Andere Gemeinden;6
Thalheim an der Thur;St. Gallen;5
Thalheim an der Thur;Frauenfeld;15
Thalheim an der Thur;Andere Gemeinden;17
Thalheim an der Thur;Andere Gemeinden;9
Trüllikon;Feuerthalen;5
Trüllikon;Andelfingen;13
Trüllikon;Henggart;7
Trüllikon;Kleinandelfingen;15
Trüllikon;Marthalen;27
Trüllikon;Rheinau;5
Trüllikon;Trüllikon;135
Trüllikon;Bülach;5
Trüllikon;Kloten;7
Trüllikon;Wallisellen;7
Trüllikon;Winterthur;57
Trüllikon;Zürich;62
Trüllikon;Andere Gemeinden;83
Trüllikon;Neuhausen am Rheinfall;12
Trüllikon;Schaffhausen;40
Trüllikon;Andere Gemeinden;8
Trüllikon;Andere Gemeinden;6
Trüllikon;Frauenfeld;13
Trüllikon;Andere Gemeinden;18
Trüllikon;Andere Gemeinden;13
Truttikon;Kleinandelfingen;9
Truttikon;Marthalen;13
Truttikon;Truttikon;56
Truttikon;Winterthur;23
Truttikon;Zürich;38
Truttikon;Andere Gemeinden;57
Truttikon;Schaffhausen;13
Truttikon;Andere Gemeinden;8
Truttikon;Andere Gemeinden;10
Unterstammheim;Kleinandelfingen;5
Unterstammheim;Oberstammheim;15
Unterstammheim;Unterstammheim;151
Unterstammheim;Waltalingen;12
Unterstammheim;Kloten;5
Unterstammheim;Winterthur;56
Unterstammheim;Zürich;64
Unterstammheim;Andere Gemeinden;60
Unterstammheim;Schaffhausen;28
Unterstammheim;Stein am Rhein;10
Unterstammheim;Andere Gemeinden;6
Unterstammheim;Diessenhofen;10
Unterstammheim;Frauenfeld;9
Unterstammheim;Andere Gemeinden;29
Unterstammheim;Andere Gemeinden;7
Volken;Flaach;8
Volken;Marthalen;5
Volken;Volken;45
Volken;Kloten;6
Volken;Opfikon;5
Volken;Winterthur;24
Volken;Zürich;16
Volken;Andere Gemeinden;59
Volken;Andere Gemeinden;15
Waltalingen;Andelfingen;12
Waltalingen;Kleinandelfingen;6
Waltalingen;Marthalen;5
Waltalingen;Oberstammheim;10
Waltalingen;Ossingen;6
Waltalingen;Unterstammheim;25
Waltalingen;Waltalingen;86
Waltalingen;Kloten;8
Waltalingen;Seuzach;6
Waltalingen;Winterthur;46
Waltalingen;Zürich;33
Waltalingen;Andere Gemeinden;47
Waltalingen;Schaffhausen;13
Waltalingen;Andere Gemeinden;8
Waltalingen;Diessenhofen;11
Waltalingen;Frauenfeld;6
Waltalingen;Neunforn;5
Waltalingen;Andere Gemeinden;20
Waltalingen;Andere Gemeinden;12
Bachenbülach;Bachenbülach;276
Bachenbülach;Bassersdorf;12
Bachenbülach;Bülach;328
Bachenbülach;Dietlikon;13
Bachenbülach;Eglisau;8
Bachenbülach;Embrach;34
Bachenbülach;Glattfelden;5
Bachenbülach;Höri;21
Bachenbülach;Kloten;347
Bachenbülach;Opfikon;83
Bachenbülach;Rorbas;8
Bachenbülach;Wallisellen;71
Bachenbülach;Winkel;20
Bachenbülach;Dällikon;9
Bachenbülach;Dielsdorf;9
Bachenbülach;Neerach;5
Bachenbülach;Niederglatt;12
Bachenbülach;Niederhasli;11
Bachenbülach;Oberglatt;8
Bachenbülach;Regensdorf;17
Bachenbülach;Rümlang;28
Bachenbülach;Adliswil;6
Bachenbülach;Lindau;7
Bachenbülach;Dübendorf;33
Bachenbülach;Uster;8
Bachenbülach;Volketswil;7
Bachenbülach;Wangen-Brüttisellen;15
Bachenbülach;Winterthur;45
Bachenbülach;Dietikon;19
Bachenbülach;Schlieren;22
Bachenbülach;Urdorf;5
Bachenbülach;Zürich;404
Bachenbülach;Andere Gemeinden;91
Bachenbülach;Bern;6
Bachenbülach;Andere Gemeinden;5
Bachenbülach;Zug;6
Bachenbülach;Andere Gemeinden;7
Bachenbülach;Andere Gemeinden;10
Bachenbülach;Othmarsingen;8
Bachenbülach;Andere Gemeinden;34
Bachenbülach;Andere Gemeinden;7
Bachenbülach;Andere Gemeinden;19
Bassersdorf;Bachenbülach;23
Bassersdorf;Bassersdorf;895
Bassersdorf;Bülach;54
Bassersdorf;Dietlikon;193
Bassersdorf;Embrach;24
Bassersdorf;Kloten;1267
Bassersdorf;Nürensdorf;62
Bassersdorf;Opfikon;373
Bassersdorf;Rorbas;6
Bassersdorf;Wallisellen;266
Bassersdorf;Buchs (ZH);5
Bassersdorf;Dällikon;10
Bassersdorf;Dielsdorf;15
Bassersdorf;Niederglatt;8
Bassersdorf;Niederhasli;7
Bassersdorf;Oberglatt;6
Bassersdorf;Regensdorf;55
Bassersdorf;Rümlang;59
Bassersdorf;Steinmaur;5
Bassersdorf;Wetzikon (ZH);21
Bassersdorf;Adliswil;24
Bassersdorf;Horgen;8
Bassersdorf;Richterswil;6
Bassersdorf;Thalwil;5
Bassersdorf;Küsnacht (ZH);9
Bassersdorf;Männedorf;9
Bassersdorf;Meilen;7
Bassersdorf;Zollikon;14
Bassersdorf;Fehraltorf;30
Bassersdorf;Illnau-Effretikon;115
Bassersdorf;Lindau;48
Bassersdorf;Pfäffikon;15
Bassersdorf;Dübendorf;157
Bassersdorf;Fällanden;13
Bassersdorf;Greifensee;9
Bassersdorf;Schwerzenbach;12
Bassersdorf;Uster;58
Bassersdorf;Volketswil;71
Bassersdorf;Wangen-Brüttisellen;105
Bassersdorf;Pfungen;12
Bassersdorf;Winterthur;192
Bassersdorf;Dietikon;34
Bassersdorf;Schlieren;54
Bassersdorf;Urdorf;13
Bassersdorf;Zürich;1443
Bassersdorf;Andere Gemeinden;147
Bassersdorf;Bern;7
Bassersdorf;Luzern;9
Bassersdorf;Andere Gemeinden;14
Bassersdorf;Freienbach;11
Bassersdorf;Andere Gemeinden;5
Bassersdorf;Baar;9
Bassersdorf;Zug;11
Bassersdorf;Andere Gemeinden;11
Bassersdorf;Andere Gemeinden;9
Bassersdorf;Basel;12
Bassersdorf;Neuhausen am Rheinfall;5
Bassersdorf;Schaffhausen;8
Bassersdorf;St. Gallen;12
Bassersdorf;Rapperswil-Jona;8
Bassersdorf;Andere Gemeinden;15
Bassersdorf;Aarau;8
Bassersdorf;Baden;16
Bassersdorf;Spreitenbach;7
Bassersdorf;Stein (AG);5
Bassersdorf;Andere Gemeinden;34
Bassersdorf;Aadorf;5
Bassersdorf;Frauenfeld;13
Bassersdorf;Andere Gemeinden;22
Bassersdorf;Andere Gemeinden;28
Bülach;Flaach;5
Bülach;Bachenbülach;307
Bülach;Bassersdorf;61
Bülach;Bülach;3213
Bülach;Dietlikon;46
Bülach;Eglisau;62
Bülach;Embrach;129
Bülach;Freienstein-Teufen;13
Bülach;Glattfelden;32
Bülach;Hochfelden;30
Bülach;Höri;132
Bülach;Hüntwangen;6
Bülach;Kloten;776
Bülach;Lufingen;7
Bülach;Nürensdorf;18
Bülach;Opfikon;336
Bülach;Rafz;43
Bülach;Rorbas;20
Bülach;Wallisellen;249
Bülach;Wil (ZH);14
Bülach;Winkel;54
Bülach;Bachs;9
Bülach;Buchs (ZH);14
Bülach;Dällikon;36
Bülach;Dielsdorf;95
Bülach;Neerach;16
Bülach;Niederglatt;47
Bülach;Niederhasli;85
Bülach;Niederweningen;10
Bülach;Oberglatt;57
Bülach;Otelfingen;24
Bülach;Regensdorf;120
Bülach;Rümlang;157
Bülach;Stadel;12
Bülach;Steinmaur;14
Bülach;Gossau (ZH);5
Bülach;Hinwil;5
Bülach;Rüti (ZH);5
Bülach;Wetzikon (ZH);21
Bülach;Adliswil;19
Bülach;Horgen;6
Bülach;Kilchberg (ZH);8
Bülach;Thalwil;9
Bülach;Wädenswil;5
Bülach;Erlenbach (ZH);10
Bülach;Küsnacht (ZH);12
Bülach;Zollikon;16
Bülach;Fehraltorf;16
Bülach;Illnau-Effretikon;38
Bülach;Lindau;8
Bülach;Pfäffikon;9
Bülach;Russikon;5
Bülach;Dübendorf;134
Bülach;Fällanden;15
Bülach;Greifensee;5
Bülach;Maur;7
Bülach;Schwerzenbach;22
Bülach;Uster;36
Bülach;Volketswil;48
Bülach;Wangen-Brüttisellen;41
Bülach;Pfungen;23
Bülach;Seuzach;5
Bülach;Winterthur;317
Bülach;Dietikon;48
Bülach;Geroldswil;12
Bülach;Schlieren;69
Bülach;Urdorf;23
Bülach;Zürich;2195
Bülach;Andere Gemeinden;112
Bülach;Bern;11
Bülach;Andere Gemeinden;22
Bülach;Luzern;12
Bülach;Andere Gemeinden;13
Bülach;Freienbach;6
Bülach;Andere Gemeinden;16
Bülach;Andere Gemeinden;5
Bülach;Baar;15
Bülach;Risch;7
Bülach;Steinhausen;7
Bülach;Zug;19
Bülach;Andere Gemeinden;10
Bülach;Andere Gemeinden;5
Bülach;Andere Gemeinden;8
Bülach;Basel;26
Bülach;Andere Gemeinden;14
Bülach;Neuhausen am Rheinfall;25
Bülach;Schaffhausen;45
Bülach;Andere Gemeinden;11
Bülach;St. Gallen;12
Bülach;Rorschach;6
Bülach;Diepoldsau;5
Bülach;Rapperswil-Jona;7
Bülach;Wil (SG);13
Bülach;Andere Gemeinden;14
Bülach;Andere Gemeinden;8
Bülach;Aarau;15
Bülach;Baden;48
Bülach;Obersiggenthal;5
Bülach;Spreitenbach;14
Bülach;Wettingen;15
Bülach;Brugg;5
Bülach;Zofingen;5
Bülach;Bad Zurzach;16
Bülach;Andere Gemeinden;91
Bülach;Frauenfeld;14
Bülach;Thundorf;6
Bülach;Münchwilen (TG);6
Bülach;Andere Gemeinden;32
Bülach;Andere Gemeinden;13
Dietlikon;Bassersdorf;46
Dietlikon;Bülach;17
Dietlikon;Dietlikon;717
Dietlikon;Embrach;7
Dietlikon;Kloten;138
Dietlikon;Nürensdorf;5
Dietlikon;Opfikon;64
Dietlikon;Wallisellen;354
Dietlikon;Dielsdorf;9
Dietlikon;Niederhasli;5
Dietlikon;Oberglatt;6
Dietlikon;Otelfingen;5
Dietlikon;Regensdorf;25
Dietlikon;Rümlang;28
Dietlikon;Hinwil;7
Dietlikon;Wetzikon (ZH);22
Dietlikon;Adliswil;7
Dietlikon;Kilchberg (ZH);7
Dietlikon;Küsnacht (ZH);12
Dietlikon;Meilen;5
Dietlikon;Stäfa;7
Dietlikon;Zumikon;7
Dietlikon;Zollikon;13
Dietlikon;Fehraltorf;10
Dietlikon;Illnau-Effretikon;39
Dietlikon;Lindau;12
Dietlikon;Pfäffikon;10
Dietlikon;Dübendorf;197
Dietlikon;Fällanden;14
Dietlikon;Greifensee;6
Dietlikon;Schwerzenbach;13
Dietlikon;Uster;52
Dietlikon;Volketswil;59
Dietlikon;Wangen-Brüttisellen;119
Dietlikon;Winterthur;100
Dietlikon;Dietikon;28
Dietlikon;Schlieren;35
Dietlikon;Urdorf;6
Dietlikon;Weiningen (ZH);8
Dietlikon;Zürich;1370
Dietlikon;Andere Gemeinden;114
Dietlikon;Bern;11
Dietlikon;Andere Gemeinden;7
Dietlikon;Freienbach;11
Dietlikon;Andere Gemeinden;5
Dietlikon;Baar;7
Dietlikon;Steinhausen;7
Dietlikon;Zug;12
Dietlikon;Andere Gemeinden;9
Dietlikon;Andere Gemeinden;9
Dietlikon;Basel;10
Dietlikon;Andere Gemeinden;6
Dietlikon;St. Gallen;7
Dietlikon;Rapperswil-Jona;8
Dietlikon;Andere Gemeinden;10
Dietlikon;Aarau;6
Dietlikon;Neuenhof;5
Dietlikon;Spreitenbach;8
Dietlikon;Wettingen;5
Dietlikon;Birr;5
Dietlikon;Andere Gemeinden;36
Dietlikon;Andere Gemeinden;16
Dietlikon;Andere Gemeinden;19
Eglisau;Bachenbülach;19
Eglisau;Bassersdorf;13
Eglisau;Bülach;327
Eglisau;Dietlikon;11
Eglisau;Eglisau;484
Eglisau;Embrach;36
Eglisau;Glattfelden;17
Eglisau;Höri;14
Eglisau;Hüntwangen;26
Eglisau;Kloten;176
Eglisau;Nürensdorf;5
Eglisau;Opfikon;82
Eglisau;Rafz;26
Eglisau;Wallisellen;75
Eglisau;Wil (ZH);18
Eglisau;Bachs;6
Eglisau;Dielsdorf;12
Eglisau;Niederglatt;12
Eglisau;Niederhasli;11
Eglisau;Oberglatt;11
Eglisau;Otelfingen;9
Eglisau;Regensdorf;32
Eglisau;Rümlang;31
Eglisau;Adliswil;7
Eglisau;Horgen;6
Eglisau;Küsnacht (ZH);5
Eglisau;Fehraltorf;5
Eglisau;Illnau-Effretikon;8
Eglisau;Dübendorf;40
Eglisau;Uster;9
Eglisau;Volketswil;13
Eglisau;Wangen-Brüttisellen;12
Eglisau;Pfungen;12
Eglisau;Seuzach;6
Eglisau;Winterthur;89
Eglisau;Dietikon;13
Eglisau;Schlieren;35
Eglisau;Zürich;599
Eglisau;Andere Gemeinden;98
Eglisau;Bern;18
Eglisau;Andere Gemeinden;7
Eglisau;Andere Gemeinden;5
Eglisau;Zug;8
Eglisau;Andere Gemeinden;7
Eglisau;Basel;5
Eglisau;Beringen;5
Eglisau;Neuhausen am Rheinfall;25
Eglisau;Schaffhausen;28
Eglisau;Andere Gemeinden;11
Eglisau;St. Gallen;7
Eglisau;Andere Gemeinden;5
Eglisau;Baden;17
Eglisau;Bad Zurzach;5
Eglisau;Andere Gemeinden;57
Eglisau;Andere Gemeinden;15
Eglisau;Andere Gemeinden;7
Embrach;Bachenbülach;30
Embrach;Bassersdorf;61
Embrach;Bülach;221
Embrach;Dietlikon;37
Embrach;Eglisau;13
Embrach;Embrach;1231
Embrach;Freienstein-Teufen;26
Embrach;Glattfelden;6
Embrach;Höri;10
Embrach;Kloten;598
Embrach;Lufingen;25
Embrach;Nürensdorf;11
Embrach;Oberembrach;12
Embrach;Opfikon;180
Embrach;Rafz;9
Embrach;Rorbas;35
Embrach;Wallisellen;174
Embrach;Winkel;14
Embrach;Buchs (ZH);6
Embrach;Dällikon;12
Embrach;Dielsdorf;15
Embrach;Niederglatt;10
Embrach;Niederhasli;14
Embrach;Oberglatt;6
Embrach;Regensdorf;38
Embrach;Rümlang;44
Embrach;Wetzikon (ZH);11
Embrach;Adliswil;7
Embrach;Wädenswil;5
Embrach;Küsnacht (ZH);10
Embrach;Stäfa;5
Embrach;Zollikon;8
Embrach;Fehraltorf;8
Embrach;Illnau-Effretikon;32
Embrach;Lindau;5
Embrach;Dübendorf;83
Embrach;Schwerzenbach;5
Embrach;Uster;26
Embrach;Volketswil;25
Embrach;Wangen-Brüttisellen;41
Embrach;Neftenbach;13
Embrach;Pfungen;23
Embrach;Seuzach;5
Embrach;Winterthur;257
Embrach;Dietikon;30
Embrach;Geroldswil;6
Embrach;Schlieren;30
Embrach;Urdorf;11
Embrach;Zürich;920
Embrach;Andere Gemeinden;118
Embrach;Bern;23
Embrach;Luzern;5
Embrach;Andere Gemeinden;9
Embrach;Andere Gemeinden;11
Embrach;Baar;5
Embrach;Hünenberg;5
Embrach;Zug;11
Embrach;Andere Gemeinden;5
Embrach;Andere Gemeinden;5
Embrach;Basel;6
Embrach;Pratteln;6
Embrach;Andere Gemeinden;9
Embrach;Schaffhausen;11
Embrach;Andere Gemeinden;8
Embrach;St. Gallen;13
Embrach;Wil (SG);6
Embrach;Andere Gemeinden;16
Embrach;Baden;18
Embrach;Spreitenbach;12
Embrach;Stein (AG);5
Embrach;Andere Gemeinden;50
Embrach;Aadorf;5
Embrach;Frauenfeld;11
Embrach;Weinfelden;7
Embrach;Andere Gemeinden;20
Embrach;Andere Gemeinden;13
Freienstein-Teufen;Flaach;5
Freienstein-Teufen;Bachenbülach;8
Freienstein-Teufen;Bassersdorf;8
Freienstein-Teufen;Bülach;68
Freienstein-Teufen;Dietlikon;6
Freienstein-Teufen;Eglisau;6
Freienstein-Teufen;Embrach;92
Freienstein-Teufen;Freienstein-Teufen;207
Freienstein-Teufen;Höri;8
Freienstein-Teufen;Kloten;192
Freienstein-Teufen;Opfikon;28
Freienstein-Teufen;Rorbas;37
Freienstein-Teufen;Wallisellen;37
Freienstein-Teufen;Niederhasli;11
Freienstein-Teufen;Regensdorf;16
Freienstein-Teufen;Rümlang;12
Freienstein-Teufen;Illnau-Effretikon;5
Freienstein-Teufen;Dübendorf;21
Freienstein-Teufen;Volketswil;5
Freienstein-Teufen;Wangen-Brüttisellen;7
Freienstein-Teufen;Pfungen;11
Freienstein-Teufen;Winterthur;80
Freienstein-Teufen;Schlieren;9
Freienstein-Teufen;Zürich;186
Freienstein-Teufen;Andere Gemeinden;90
Freienstein-Teufen;Bern;5
Freienstein-Teufen;Andere Gemeinden;5
Freienstein-Teufen;Maisprach;5
Freienstein-Teufen;Schaffhausen;6
Freienstein-Teufen;Andere Gemeinden;6
Freienstein-Teufen;Andere Gemeinden;18
Freienstein-Teufen;Frauenfeld;5
Freienstein-Teufen;Andere Gemeinden;13
Freienstein-Teufen;Andere Gemeinden;24
Glattfelden;Bachenbülach;30
Glattfelden;Bassersdorf;13
Glattfelden;Bülach;339
